objectid,facility_id,ctprvnnm,signgunm,signgucode,rdnmadr,lnmadr,fclty_knd,trget_fclty_nm,latitude,longitude,institution_nm,cmptnc_polcsttn_nm,cctv_yn,cctv_number,prtcarea_rw,dsgn_ymd,et,bt,sgngnrco,unitysflblco,prtcareasflblco,crslkco,hghlacrslkco,bollaco,rdscindictco,prctfenceet,nesinstlet,roadrflectco,ovrspdprvnco,sliprvnfclco,sliprvnfclet,lmttves,lmttvesgnalco,prkstopprhibtsgnalco,referencedate,instt_code,instt_nm,handicapcvntlyn,handicapcvntltype,shape_Length,shape_Area
218,151,인천광역시,남동구,28200,주안로271번길,인천광역시 남동구 간석4동,초등학교,인천주원초등학교,37.463745,126.700219,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,1,,,30,,0,2021-12-03,,,,,241.6376887,554.9680439
219,152,인천광역시,남동구,28200,경인로,인천광역시 남동구 간석1동65-82,초등학교,인천주원초등학교,37.463903,126.70193,인천광역시청,,,,,,,,2,0,,2,,0,10,145,0,0,,4,,50,,0,2021-12-03,,,,,579.7423687,8924.267807
220,153,인천광역시,남동구,28200,예술로,인천광역시 남동구 간석1동65-82,초등학교,인천주원초등학교,37.464289,126.702394,인천광역시청,,,,,,,,1,0,,1,,0,4,36,0,0,,4,,50,,0,2021-12-03,,,,,353.8232518,4425.042732
221,154,인천광역시,남동구,28200,경인로561번길,인천광역시 남동구 간석4동,초등학교,인천주원초등학교,37.46439,126.700908,인천광역시청,,,,,,,,1,0,,1,,0,5,,0,0,,,,30,,0,2021-12-03,,,,,467.8930172,1397.45484
222,155,인천광역시,남동구,28200,남동대로,인천광역시 남동구 구월2동6-23,초등학교,인천석천초등학교,37.456043,126.708515,인천광역시청,,,,,,,,2,0,,2,,0,11,104,0,0,,1,,50,,0,2021-12-03,,,,,1072.307765,18536.49768
223,156,인천광역시,남동구,28200,구월로,인천광역시 남동구 구월2동6-23,초등학교,인천석천초등학교,37.456502,126.713017,인천광역시청,,,,,,,,3,0,,3,,0,8,510,0,0,,3,,50,,0,2021-12-03,,,,,2172.641053,36439.98003
224,157,인천광역시,남동구,28200,구월로157번길,인천광역시 남동구 간석1동65-82,초등학교,인천석천초등학교,37.457564,126.706895,인천광역시청,,,,,,,,,0,,1,,0,14,,0,0,5,4,,30,,0,2021-12-03,,,,,479.7065732,1633.207761
225,165,인천광역시,남동구,28200,문화서로,인천광역시 남동구 구월3동,초등학교,인천구월서초등학교,37.452289,126.696576,인천광역시청,,,,,,,,,0,,3,,0,11,122,0,0,,,,30,,0,2021-12-03,,,,,687.06421,4681.863409
226,166,인천광역시,남동구,28200,문화서로65번길,인천광역시 남동구 구월3동,초등학교,인천구월서초등학교,37.451541,126.694843,인천광역시청,,,,,,,,,0,,,,0,4,,0,0,1,,,30,,0,2021-12-03,,,,,355.7851334,1319.464803
227,167,인천광역시,남동구,28200,문화서로65번길,인천광역시 남동구 구월3동,초등학교,인천구월서초등학교,37.45174,126.695412,인천광역시청,,,,,,,,,0,,1,,0,4,,0,0,1,1,,30,,0,2021-12-03,,,,,248.0670313,854.9525867
228,170,인천광역시,남동구,28200,백범로180번길,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.459567,126.729938,인천광역시청,,,,,,,,,0,,2,,0,6,223,0,0,7,5,,30,,0,2021-12-03,,,,,718.686621,3183.574343
229,171,인천광역시,남동구,28200,만수서로,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.459931,126.728119,인천광역시청,,,,,,,,2,0,,2,,0,8,,0,0,,3,,30,,0,2021-12-03,,,,,485.273342,5402.194562
230,172,인천광역시,남동구,28200,만수로,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.458964,126.731358,인천광역시청,,,,,,,,3,0,,3,,0,18,225,0,0,,1,,30,,0,2021-12-03,,,,,1012.625808,9826.454143
231,173,인천광역시,남동구,28200,만수서로,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.460152,126.729512,인천광역시청,,,,,,,,,0,,2,,0,6,127,0,0,2,3,,30,,0,2021-12-03,,,,,298.7438056,1212.359188
232,174,인천광역시,남동구,28200,만수로19번길,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.459265,126.730577,인천광역시청,,,,,,,,,0,,2,,0,6,,0,0,,,,30,,0,2021-12-03,,,,,286.0303116,916.7848108
233,175,인천광역시,남동구,28200,만수로15번길,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.458924,126.730201,인천광역시청,,,,,,,,,0,,1,,0,4,,0,0,1,1,,30,,0,2021-12-03,,,,,278.5051881,910.1523363
234,176,인천광역시,남동구,28200,만수로5번길,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.458367,126.729508,인천광역시청,,,,,,,,,0,,1,,0,6,,0,0,2,1,,30,,0,2021-12-03,,,,,258.9737043,880.8400359
235,193,인천광역시,남동구,28200,방축로469번길,인천광역시 남동구 간석4동,초등학교,인천석정초등학교,37.467942,126.695274,인천광역시청,,,,,,,,,0,,1,,0,,,0,0,2,1,,30,,0,2021-12-03,,,,,183.0381934,944.7986355
236,186,인천광역시,남동구,28200,석산로,인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.460359,126.706492,인천광역시청,,,,,,,,2,0,,4,,0,11,182,0,0,5,5,,30,,0,2021-12-03,,,,,721.7259875,4973.914549
237,225,인천광역시,남동구,28200,성리로35번길,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.446156,126.708454,인천광역시청,,,,,,,,,0,,1,,0,4,,0,0,1,,,30,,0,2021-12-03,,,,,305.3454325,1154.070427
238,207,인천광역시,남동구,28200,장승남로33번길,인천광역시 남동구 만수6동101-1,초등학교,인천남동초등학교,37.444467,126.736019,인천광역시청,,,,,,,,3,0,,2,1,0,10,242,0,0,1,2,,30,,0,2021-12-03,,,,,460.2033168,3025.388398
239,204,인천광역시,남동구,28200,백범로124번길,인천광역시 남동구 만수4동68,초등학교,인천조동초등학교,37.459453,126.737961,인천광역시청,,,,,,,,1,0,,1,,0,9,,0,0,2,1,,30,,0,2021-12-03,,,,,643.1527419,5334.063233
240,187,인천광역시,남동구,28200,선수촌로,인천광역시 남동구 구월1동1604,초등학교,인천만월초등학교,37.442022,126.714775,인천광역시청,,,,,,,,2,0,,3,,0,12,,0,0,2,7,,30,,0,2021-12-03,,,,,901.0960384,10461.83141
241,188,인천광역시,남동구,28200,인하로,인천광역시 남동구 구월1동1604,초등학교,인천만월초등학교,37.442912,126.714944,인천광역시청,,,,,,,,3,0,,3,,0,6,,0,0,,3,,30,,0,2021-12-03,,,,,539.2267826,6206.786914
242,189,인천광역시,남동구,28200,석정로539번길,인천광역시 남동구 간석4동,초등학교,인천석정초등학교,37.466789,126.695651,인천광역시청,,,,,,,,,0,,2,,0,6,277,0,0,3,3,,30,,0,2021-12-03,,,,,435.1531126,2065.781558
243,190,인천광역시,남동구,28200,석정로551번길,인천광역시 남동구 간석4동,초등학교,인천석정초등학교,37.467172,126.696888,인천광역시청,,,,,,,,,0,,1,,0,10,102,0,0,3,1,,30,,0,2021-12-03,,,,,502.2510527,2149.787046
244,191,인천광역시,남동구,28200,석정로565번길,인천광역시 남동구 간석4동,초등학교,인천석정초등학교,37.467315,126.697879,인천광역시청,,,,,,,,,0,,1,,0,7,,0,0,3,2,,30,,0,2021-12-03,,,,,359.6888738,1532.527877
245,192,인천광역시,남동구,28200,백범로467번길,인천광역시 남동구 간석4동,초등학교,인천석정초등학교,37.466914,126.697619,인천광역시청,,,,,,,,,0,,1,,0,4,95,0,0,1,,,30,,0,2021-12-03,,,,,449.8124839,1692.481787
246,234,인천광역시,남동구,28200,백범로248번길,인천광역시 남동구 간석3동,초등학교,인천인동초등학교,37.462299,126.721886,인천광역시청,,,,,,,,,0,,1,,0,11,86,0,0,6,,,30,,0,2021-12-03,,,,,680.7744896,3206.582656
247,194,인천광역시,남동구,28200,석정로,인천광역시 미추홀구 주안5동13-41,초등학교,인천석정초등학교,37.466284,126.697474,인천광역시청,,,,,,,,2,0,,2,,0,,505,0,0,,,,30,,0,2021-12-03,,,,,1665.60034,20857.70157
248,195,인천광역시,남동구,28200,담방로,인천광역시 남동구 만수1동980,초등학교,인천장수초등학교,37.449378,126.741536,인천광역시청,,,,,,,,3,0,,2,1,0,15,295,0,0,3,4,,30,,0,2021-12-03,,,,,717.4694242,6107.362679
249,229,인천광역시,남동구,28200,남동대로711번길,인천광역시 남동구 구월3동,초등학교,인천성리초등학교,37.446205,126.705456,인천광역시청,,,,,,,,,0,,,,0,6,,0,0,1,,,30,,0,2021-12-03,,,,,293.8909827,1015.894373
250,196,인천광역시,남동구,28200,백범로,인천광역시 남동구 만수1동980,초등학교,인천장수초등학교,37.450861,126.742033,인천광역시청,,,,,,,,1,0,,1,,0,3,272,0,0,,,,60,,0,2021-12-03,,,,,1446.071139,25980.01388
251,197,인천광역시,남동구,28200,만수서로33번길,인천광역시 남동구 만수2동869-6,초등학교,인천동부초등학교,37.462737,126.7282,인천광역시청,,,,,,,,,0,,,,0,8,104,0,0,6,2,,30,,0,2021-12-03,,,,,497.632661,1437.927348
252,198,인천광역시,남동구,28200,만수서로29번길,인천광역시 남동구 만수3동,초등학교,인천동부초등학교,37.461835,126.728036,인천광역시청,,,,,,,,,0,,,,0,4,,0,0,5,1,,30,,0,2021-12-03,,,,,422.4369365,1211.912641
253,199,인천광역시,남동구,28200,백범로206번길,인천광역시 남동구 만수3동,초등학교,인천동부초등학교,37.461724,126.727542,인천광역시청,,,,,,,,,0,,,,0,3,,0,0,2,,,30,,0,2021-12-03,,,,,178.7323034,600.0388666
254,307,인천광역시,남동구,28200,담방서로,인천광역시 남동구 만수6동101-1,초등학교,인천청선학교,37.446891,126.738065,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,1,,,30,,0,2021-12-03,,,,,206.9495099,757.0278392
255,200,인천광역시,남동구,28200,서판로68번길,인천광역시 남동구 만수3동,초등학교,인천동부초등학교,37.46271,126.72688,인천광역시청,,,,,,,,,0,,,,0,8,,0,0,1,2,,30,,0,2021-12-03,,,,,464.4595863,1303.048498
256,201,인천광역시,남동구,28200,만수서로33번길,인천광역시 남동구 만수2동869-6,초등학교,인천동부초등학교,37.461803,126.72922,인천광역시청,,,,,,,,,0,,1,,0,7,,0,0,3,,,30,,0,2021-12-03,,,,,305.4515224,1000.690846
257,202,인천광역시,남동구,28200,만수서로,인천광역시 남동구 만수2동869-6,초등학교,인천조동초등학교,37.461078,126.738069,인천광역시청,,,,,,,,1,0,,2,2,0,17,321,0,0,5,3,,30,,0,2021-12-03,,,,,747.6253086,5244.904469
258,203,인천광역시,남동구,28200,만수서로105번길,인천광역시 남동구 만수2동869-6,초등학교,인천조동초등학교,37.462125,126.738701,인천광역시청,,,,,,,,,0,,2,,0,6,147,0,0,3,1,,30,,0,2021-12-03,,,,,531.3123988,3262.488327
259,205,인천광역시,남동구,28200,장승남로47번길,인천광역시 남동구 만수6동101-1,초등학교,인천남동초등학교,37.444511,126.737455,인천광역시청,,,,,,,,,0,,4,,0,6,87,0,0,1,,,30,,0,2021-12-03,,,,,335.6339004,1622.473209
260,301,인천광역시,남동구,28200,만수로111번길,인천광역시 남동구 만수2동869-6,초등학교,인천미추홀학교,37.46494,126.738045,인천광역시청,,,,,,,,,0,,1,,0,2,,0,0,1,,,30,,0,2021-12-03,,,,,67.27959418,238.4526512
261,206,인천광역시,남동구,28200,장승남로,인천광역시 남동구 만수6동101-1,초등학교,인천남동초등학교,37.443425,126.73598,인천광역시청,,,,,,,,,0,,3,,0,6,86,0,0,,3,,30,,0,2021-12-03,,,,,1019.21723,11561.83501
262,230,인천광역시,남동구,28200,성말로53번길,인천광역시 남동구 구월3동,초등학교,인천성리초등학교,37.446785,126.706126,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,,,,30,,0,2021-12-03,,,,,233.1089251,715.6599026
263,209,인천광역시,남동구,28200,매소홀로,인천광역시 남동구 만수6동101-1,초등학교,인천담방초등학교,37.43958,126.735602,인천광역시청,,,,,,,,4,0,,4,,0,7,193,0,0,,5,,30,,0,2021-12-03,,,,,1230.590624,17962.67691
264,210,인천광역시,남동구,28200,담방로,인천광역시 남동구 만수6동101-1,초등학교,인천담방초등학교,37.441491,126.738797,인천광역시청,,,,,,,,3,0,,3,,0,8,157,0,0,1,4,,30,,0,2021-12-03,,,,,837.5533721,9356.960113
265,1104,인천광역시,부평구,28237,경인로1104번길,인천광역시 부평구 부개1동,초등학교,일신초등학교,37.483996,126.742168,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,158.2683246,559.0106836
266,211,인천광역시,남동구,28200,논고개로334번길,인천광역시 남동구 남촌도림동,초등학교,인천도림초등학교,37.418815,126.731152,인천광역시청,,,,,,,,2,0,,2,,0,19,180,0,0,2,2,,30,,0,2021-12-03,,,,,524.4579221,4432.47089
267,238,인천광역시,남동구,28200,호구포로,인천광역시 남동구 간석3동,초등학교,인천인동초등학교,37.463354,126.720588,인천광역시청,,,,,,,,3,0,,3,,0,4,266,0,0,,,,50,,0,2021-12-03,,,,,853.5879294,13716.68909
268,212,인천광역시,남동구,28200,논고개로,인천광역시 남동구 남촌도림동,초등학교,인천도림초등학교,37.418939,126.729369,인천광역시청,,,,,,,,2,0,,2,,0,8,,0,0,,1,,60,,0,2021-12-03,,,,,1154.025365,17615.87525
269,213,인천광역시,남동구,28200,오봉로,인천광역시 남동구 남촌도림동,초등학교,인천도림초등학교,37.417529,126.729924,인천광역시청,,,,,,,,1,0,,5,,0,27,,0,0,3,2,,30,,0,2021-12-03,,,,,706.080498,6343.537686
270,216,인천광역시,남동구,28200,간석로,인천광역시 남동구 간석3동,초등학교,인천약산초등학교,37.467269,126.711589,인천광역시청,,,,,,,,,0,,,,0,24,,0,0,7,2,,30,,0,2021-12-03,,,,,881.2829188,2560.212843
271,217,인천광역시,남동구,28200,간석로15번길,인천광역시 남동구 간석3동,초등학교,인천약산초등학교,37.468572,126.710238,인천광역시청,,,,,,,,,0,,,,0,1,,0,0,1,,,30,,0,2021-12-03,,,,,250.1660209,715.0636309
272,218,인천광역시,남동구,28200,경인로644번길,인천광역시 남동구 간석3동,초등학교,인천약산초등학교,37.466628,126.710451,인천광역시청,,,,,,,,,0,,,,0,16,,0,0,5,,,30,,0,2021-12-03,,,,,526.6758081,2027.191453
273,227,인천광역시,남동구,28200,남동대로692번길,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.443917,126.707752,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,2,,,30,,0,2021-12-03,,,,,467.5608539,1410.132504
274,219,인천광역시,남동구,28200,인수로,인천광역시 남동구 만수4동68,초등학교,인천인수초등학교,37.454897,126.737595,인천광역시청,,,,,,,,,0,,6,,0,7,471,0,0,6,5,,30,,0,2021-12-03,,,,,987.6550348,7692.340115
275,220,인천광역시,남동구,28200,백범로,인천광역시 남동구 만수1동980,초등학교,인천인수초등학교,37.453718,126.735042,인천광역시청,,,,,,,,2,0,,2,,0,12,263,0,0,,2,,60,,0,2021-12-03,,,,,867.0639107,14452.22638
276,235,인천광역시,남동구,28200,서판로,인천광역시 남동구 만수3동,초등학교,인천인동초등학교,37.462166,126.723413,인천광역시청,,,,,,,,,0,,,,0,9,77,0,0,5,1,,30,,0,2021-12-03,,,,,774.7443607,3246.370384
277,221,인천광역시,남동구,28200,성리로,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.446536,126.70955,인천광역시청,,,,,,,,,0,,6,,0,18,305,0,0,9,6,,30,,0,2021-12-03,,,,,1177.02689,8071.255994
278,251,인천광역시,남동구,28200,남촌로75번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.428136,126.714807,인천광역시청,,,,,,,,,0,,,,0,1,,0,0,,,,30,,0,2021-12-03,,,,,248.7095265,827.3127104
279,222,인천광역시,남동구,28200,선수촌공원로,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.444203,126.710234,인천광역시청,,,,,,,,3,0,,2,1,0,10,,0,0,3,4,,30,,0,2021-12-03,,,,,708.6852893,6223.506329
280,223,인천광역시,남동구,28200,남동대로726번길,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.447903,126.708403,인천광역시청,,,,,,,,,0,,1,,0,8,,0,0,7,,,30,,0,2021-12-03,,,,,1035.419534,3664.084365
281,224,인천광역시,남동구,28200,남동대로712번길,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.446044,126.707613,인천광역시청,,,,,,,,,0,,1,,0,10,,0,0,2,1,,30,,0,2021-12-03,,,,,746.1273046,3519.645206
282,226,인천광역시,남동구,28200,남동대로702번길,인천광역시 남동구 구월1동1604,초등학교,인천성리초등학교,37.444979,126.707994,인천광역시청,,,,,,,,,0,,1,,0,3,,0,0,1,,,30,,0,2021-12-03,,,,,287.355203,918.3493302
283,231,인천광역시,남동구,28200,함박뫼로,인천광역시 남동구 남촌도림동,초등학교,인천논곡초등학교,37.409542,126.710723,인천광역시청,,,,,,,,1,0,,1,,0,16,332,0,0,,4,,30,,0,2021-12-03,,,,,692.1998544,7117.60101
284,232,인천광역시,남동구,28200,운봉로165번길,인천광역시 남동구 논현2동590-47,초등학교,인천논곡초등학교,37.408953,126.710338,인천광역시청,,,,,,,,,0,,2,,0,8,34,0,0,1,,,30,,0,2021-12-03,,,,,293.6018652,1990.799659
285,233,인천광역시,남동구,28200,함박뫼로,인천광역시 남동구 논현2동590-47,초등학교,인천논곡초등학교,37.408788,126.710739,인천광역시청,,,,,,,,1,0,,2,,0,6,,0,0,2,2,,30,,0,2021-12-03,,,,,294.7919478,1377.219308
286,239,인천광역시,남동구,28200,청능대로718번길,인천광역시 남동구 논현1동51-4,초등학교,인천소래초등학교,37.406054,126.736764,인천광역시청,,,,,,,,,0,,5,,0,12,205,0,0,1,3,,30,,0,2021-12-03,,,,,485.4884265,3533.241202
287,317,인천광역시,남동구,28200,백범로169번길,인천광역시 남동구 만수5동904-18,유치원,청담숲유치원,37.456086,126.728548,인천광역시청,,,,,,,,,0,,,,0,5,,0,0,4,,,30,,0,2021-12-03,,,,,317.5858653,1268.550347
288,240,인천광역시,남동구,28200,청능대로,인천광역시 남동구 논현1동51-4,초등학교,인천소래초등학교,37.405397,126.734863,인천광역시청,,,,,,,,2,0,,2,,0,6,,0,0,,1,,30,,0,2021-12-03,,,,,975.4161518,18356.82524
289,241,인천광역시,남동구,28200,장도로,인천광역시 남동구 논현1동51-4,초등학교,인천소래초등학교,37.404237,126.736027,인천광역시청,,,,,,,,,0,,,,0,7,,0,0,2,,,30,,0,2021-12-03,,,,,506.2565246,1567.641007
290,242,인천광역시,남동구,28200,포구로,인천광역시 남동구 논현1동51-4,초등학교,인천소래초등학교,37.404732,126.736505,인천광역시청,,,,,,,,2,0,,2,,0,10,39,0,0,,,,30,,0,2021-12-03,,,,,467.0811953,5281.313193
291,310,인천광역시,남동구,28200,용천로,인천광역시 남동구 구월1동1604,유치원,푸른마을유치원,37.450359,126.714201,인천광역시청,,,,,,,,,0,,1,,0,5,,0,0,1,2,,30,,0,2021-12-03,,,,,318.4588655,1881.239501
292,243,인천광역시,남동구,28200,포구로,인천광역시 남동구 논현1동51-4,초등학교,인천소래초등학교,37.405266,126.737408,인천광역시청,,,,,,,,1,0,,3,,0,22,,0,0,8,3,,30,,0,2021-12-03,,,,,477.1938914,1974.526259
293,244,인천광역시,남동구,28200,남촌로,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.429623,126.714095,인천광역시청,,,,,,,,,0,,3,1,0,33,251,0,0,9,5,,30,,0,2021-12-03,,,,,1347.454456,6450.285555
294,245,인천광역시,남동구,28200,남촌동로,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.431316,126.71325,인천광역시청,,,,,,,,,0,,1,,0,6,,0,0,3,,,30,,0,2021-12-03,,,,,260.2146629,1113.565183
295,246,인천광역시,남동구,28200,남촌로108번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.430752,126.713838,인천광역시청,,,,,,,,,0,,1,,0,3,,0,0,2,,,30,,0,2021-12-03,,,,,258.7064169,737.8876943
296,247,인천광역시,남동구,28200,남촌로100번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.430315,126.714777,인천광역시청,,,,,,,,,0,,1,,0,3,,0,0,3,,,30,,0,2021-12-03,,,,,385.9964215,1279.566821
297,250,인천광역시,남동구,28200,남촌로93번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.428753,126.71422,인천광역시청,,,,,,,,,0,,1,,0,2,70,0,0,3,,,30,,0,2021-12-03,,,,,301.8697802,1109.574301
298,253,인천광역시,남동구,28200,인주대로776번길,인천광역시 남동구 구월4동553,초등학교,인천신월초등학교,37.447164,126.724378,인천광역시청,,,,,,,,,0,,1,,0,7,218,0,0,5,1,,30,,0,2021-12-03,,,,,882.3591623,3723.902375
299,254,인천광역시,남동구,28200,인주대로,인천광역시 남동구 구월4동553,초등학교,인천신월초등학교,37.448856,126.724028,인천광역시청,,,,,,,,1,0,,1,,0,2,104,0,0,,,,60,,0,2021-12-03,,,,,1016.789973,18559.02871
300,258,인천광역시,남동구,28200,장아산로174번길,인천광역시 남동구 장수서창동,초등학교,인천서창초등학교,37.435161,126.750283,인천광역시청,,,,,,,,1,0,,1,,0,12,309,0,0,1,2,,30,,0,2021-12-03,,,,,468.232803,4515.461754
301,259,인천광역시,남동구,28200,장아산로,인천광역시 남동구 장수서창동,초등학교,인천서창초등학교,37.436789,126.750331,인천광역시청,,,,,,,,2,0,,2,,0,16,417,0,0,4,4,,30,,0,2021-12-03,,,,,839.0807988,9739.41029
302,260,인천광역시,남동구,28200,포구로,인천광역시 남동구 논현1동51-4,초등학교,인천장도초등학교,37.40741,126.733074,인천광역시청,,,,,,,,2,0,,2,,0,4,303,0,0,,1,,30,,0,2021-12-03,,,,,779.3467065,9053.397226
303,261,인천광역시,남동구,28200,논현로,인천광역시 남동구 논현1동51-4,초등학교,인천장도초등학교,37.406781,126.732696,인천광역시청,,,,,,,,1,0,,2,,0,2,,0,0,2,2,,30,,0,2021-12-03,,,,,337.2788444,3675.886915
304,263,인천광역시,남동구,28200,청능대로715번길,인천광역시 남동구 논현1동51-4,초등학교,인천장도초등학교,37.408418,126.735713,인천광역시청,,,,,,,,4,0,,4,,0,8,227,0,0,,4,,30,,0,2021-12-03,,,,,823.4539085,8995.777438
305,264,인천광역시,남동구,28200,논현역로,인천광역시 남동구 논현2동590-47,초등학교,인천동방초등학교,37.403496,126.72024,인천광역시청,,,,,,,,4,0,,4,,0,6,211,0,0,1,3,,30,,0,2021-12-03,,,,,696.6600359,5986.108423
306,265,인천광역시,남동구,28200,논현로,인천광역시 남동구 논현2동590-47,초등학교,인천동방초등학교,37.402689,126.720073,인천광역시청,,,,,,,,2,0,,2,,0,3,322,0,0,1,2,,30,,0,2021-12-03,,,,,767.402066,7800.940065
307,326,인천광역시,남동구,28200,하촌로48번길,인천광역시 남동구 만수1동980,유치원,신명유치원,37.45239,126.733575,인천광역시청,,,,,,,,,0,,,,0,13,,0,0,3,,,30,,0,2021-12-03,,,,,416.3459112,1490.848522
308,266,인천광역시,남동구,28200,은봉로,인천광역시 남동구 논현2동590-47,초등학교,인천동방초등학교,37.404887,126.719153,인천광역시청,,,,,,,,2,0,,2,,0,10,,0,0,,4,,50,,0,2021-12-03,,,,,1133.094666,14624.04404
309,267,인천광역시,남동구,28200,은봉로269번길,인천광역시 남동구 논현2동590-47,초등학교,인천동방초등학교,37.405215,126.718916,인천광역시청,,,,,,,,,0,,,,0,,,0,0,,,,30,,0,2021-12-03,,,,,280.9598103,997.2717571
310,268,인천광역시,남동구,28200,은봉로312번길,인천광역시 남동구 논현1동51-4,초등학교,인천은봉초등학교,37.405109,126.724538,인천광역시청,,,,,,,,,0,,3,,0,3,50,0,0,2,2,,30,,0,2021-12-03,,,,,360.1484905,1115.034083
311,269,인천광역시,남동구,28200,논고개로,인천광역시 남동구 논현1동51-4,초등학교,인천은봉초등학교,37.405746,126.723512,인천광역시청,,,,,,,,1,0,,1,,0,,77,0,0,,,,30,,0,2021-12-03,,,,,499.5017455,7269.942585
312,270,인천광역시,남동구,28200,은봉로326번길,인천광역시 남동구 논현1동51-4,초등학교,인천은봉초등학교,37.405282,126.72626,인천광역시청,,,,,,,,2,0,,3,,0,1,,0,0,,,,30,,0,2021-12-03,,,,,381.7197711,2560.809986
313,271,인천광역시,남동구,28200,은봉로,인천광역시 남동구 논현1동51-4,초등학교,인천은봉초등학교,37.406014,126.725332,인천광역시청,,,,,,,,2,0,,2,,0,1,435,0,0,,,,50,,0,2021-12-03,,,,,1234.160363,16632.85717
314,272,인천광역시,남동구,28200,논현로,인천광역시 남동구 논현1동51-4,초등학교,인천은봉초등학교,37.404407,126.726077,인천광역시청,,,,,,,,1,0,,3,,0,,165,0,0,1,,,30,,0,2021-12-03,,,,,744.2944061,6314.028565
315,273,인천광역시,남동구,28200,용천로,인천광역시 남동구 구월2동6-23,초등학교,인천정각초등학교,37.454478,126.714592,인천광역시청,,,,,,,,2,0,,2,,0,10,83,0,0,1,5,,30,,0,2021-12-03,,,,,854.3480052,9111.485002
316,274,인천광역시,남동구,28200,소래역로,인천광역시 남동구 논현1동51-4,초등학교,인천논현초등학교,37.404993,126.730317,인천광역시청,,,,,,,,2,0,,2,,0,5,193,0,0,,2,,30,,0,2021-12-03,,,,,752.4114531,9060.910578
317,275,인천광역시,남동구,28200,논현로,인천광역시 남동구 논현1동51-4,초등학교,인천논현초등학교,37.405442,126.73043,인천광역시청,,,,,,,,1,0,,1,,0,6,374,0,0,2,6,,30,,0,2021-12-03,,,,,710.420005,6844.276894
318,276,인천광역시,남동구,28200,석산로184번길,인천광역시 남동구 구월2동6-23,초등학교,인천상아초등학교,37.459004,126.7126,인천광역시청,,,,,,,,,0,,,,0,1,304,0,0,7,3,,30,,0,2021-12-03,,,,,764.3264887,2514.766648
319,277,인천광역시,남동구,28200,용천로87번길,인천광역시 남동구 구월2동6-23,초등학교,인천상아초등학교,37.457229,126.713876,인천광역시청,,,,,,,,,0,,1,,0,1,,0,0,1,1,,30,,0,2021-12-03,,,,,354.7265575,1690.669007
320,278,인천광역시,남동구,28200,석산로,인천광역시 남동구 간석2동6-23,초등학교,인천상아초등학교,37.46062,126.712167,인천광역시청,,,,,,,,,0,,,,0,1,25,0,0,,,,30,,0,2021-12-03,,,,,134.1556839,875.1482947
321,279,인천광역시,남동구,28200,아암대로1503번길,인천광역시 남동구 논현고잔동586-76,초등학교,인천고잔초등학교,37.392697,126.727686,인천광역시청,,,,,,,,6,0,,5,1,0,20,,0,0,,10,,30,,0,2021-12-03,,,,,1168.279657,12532.84044
322,394,인천광역시,남동구,28200,만수서로3번길,인천광역시 남동구 만수3동,어린이집,참아동어린이집,37.459713,126.727013,인천광역시청,,,,,,,,,0,,,,0,6,,0,0,2,,,30,,0,2021-12-03,,,,,203.9413575,706.2615119
323,280,인천광역시,남동구,28200,에코중앙로,인천광역시 남동구 논현고잔동586-76,초등학교,인천고잔초등학교,37.392605,126.727098,인천광역시청,,,,,,,,3,0,,3,2,0,28,167,0,0,,8,,30,,0,2021-12-03,,,,,1119.655571,11367.81115
324,293,인천광역시,남동구,28200,앵고개로,인천광역시 남동구 논현고잔동586-76,초등학교,인천원동초등학교,37.397978,126.729093,인천광역시청,,,,,,,,3,0,,3,,0,4,,0,0,,1,,60,,0,2021-12-03,,,,,1243.450327,19117.05338
