연번,분야,유형,필드코드,타입코드,분류코드,시도,시군구,시설명,분류,우편번호,주소,전화번호,경도,위도,정보
2023,복지·건강,노인복지시설,6,1,6001,인천광역시,강화군,형제나사로의 집,999,23020,인천광역시 강화군 송해면 전망대로 255-12,032-937-1490,126.4584765,37.78283472,http://club.cyworld.com/lazarusfamily
2024,복지·건강,노인복지시설,6,1,6001,인천광역시,강화군,호세요양원,999,23046,인천광역시 강화군 불은면 고려왕릉로 376,032-937-3163,126.4780799,37.67434623,http://www.hose.or.kr/
2025,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,가은요양원,999,21069,"인천광역시 계양구 오조산로 53, 8층 9층 (계산동)",032-511-8495,126.7382542,37.53558906,
2026,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,가족사랑중앙효요양원,999,21087,"인천광역시 계양구 주부토로 465, 3층(작전동)",070-7313-3538,126.72774,37.53572357,https://blog.naver.com/wnddkdgy
2027,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,계양 사랑마루,999,21079,"인천광역시 계양구 계양문화로 15, 2층~5층(작전동)",032-551-3275,126.7358975,37.53215099,http://gyeyang.sarangmaru.com/
2028,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,계양국민요양원,999,21079,"인천광역시 계양구 장제로 718, 4층(작전동)",032-549-0509,126.7342816,37.53183632,
2029,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,계양노인전문요양원(법인),999,21075,인천광역시 계양구 아나지로 517(서운동),032-552-9020,126.7498506,37.52579477,http://www.kysilverhome.co.kr/
2030,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,계양다사랑요양원,999,21083,"인천광역시 계양구 계산로 148, 4층(계산동)",032-555-8274,126.728658,37.53697675,https://cafe.naver.com/dasarang2014
2031,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,계양사랑요양원,999,21049,"인천광역시 계양구 계양대로 214, 605호(계산동, 에이스타운)",032-546-1611,126.7230354,37.54304764,https://blog.naver.com/sarangdaycare
2032,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,고운빛요양원,999,21069,"인천광역시 계양구 도두리로 25,  5층(계산동)",032-544-3355,126.7371165,37.53414976,http://www.gounlight5.com/home/contents/main/index.php
2033,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,나솔채양로원,999,21023,계양구 솔고개길 19 (박촌동),032-515-9120,126.7504496,37.55265736,
2034,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,노인요양시설 한결,999,21026,"인천광역시 계양구 장제로927번길 4(병방동, 병방프라자)",1855-2808,126.7412929,37.54944536,http://www.hankyul.or.kr/
2035,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,노인행복지원센터,999,21006,인천광역시 계양구 황어로134번길 28,032-1600-4022,126.7367043,37.57748556,
2036,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,노틀담사랑터,999,21028,"인천광역시 계양구 장제로920번길 27 (병방동, 노틀담 사랑터)",032-541-6868,126.7440343,37.54695722,
2037,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,대한노인회 계양구지회부설 노인대학,999,21124,인천광역시 계양구 효서로341번길 11,032-546-2923,126.7347436,37.52870599,
2038,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,더사랑요양원,999,21069,"인천광역시 계양구 오조산로57번길 11, 3층(계산동)",032-515-1602,126.7372965,37.53592764,
2039,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,미주야간보호센터,999,21318,"인천광역시 계양구 장제로 672, 502호(작전동)",032-543-1987,126.7337711,37.52780402,http://xn--s39an61awvaj9jm9fu2feuqmpj.kr/
2040,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,반딧불노인요양원,999,21089,"인천광역시 계양구 봉오대로 677번길 29, 3층(작전동)",032-545-9540,126.7240216,37.53341998,http://vscc.kr/html/sub0104.htm
2041,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,백악관실버타운,999,21069,"인천광역시 계양구 계양문화로 54, 8,9 (계산동)",032-543-7733,126.7368439,37.5354955,
2042,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,비전시니어대학,999,21096,인천광역시 계양구 봉오대로 581,032-515-3201,126.7132723,37.53097833,
2043,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,빅토리아요양원,999,21060,"인천광역시 계양구 계산새로 71, D동 801호(계산동, 하이베라스)",032-715-7337,126.7357715,37.53839755,http://www.victorianh.com/
2044,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,사랑마을요양원,999,21050,"인천광역시 계양구 주부토로 541, 3 (계산동)",032-555-1112,126.7280486,37.5425645,
2045,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,사랑요양원,999,21065,"인천광역시 계양구 오조산공원로22, 6(용종동)",032-545-0020,126.7372744,37.53962642,https://blog.naver.com/chef1021proxyReferer=https%3A%2F%2Fpcmap.place.naver.com%2Fplace%2F36886681%2Fhome%3Ffrom%3Dmap%26ts%3D20201029
2046,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,삼성요양원,999,21050,"인천광역시 계양구 주부토로 525, 4층(계산동)",032-542-6945,126.7278649,37.54082714,
2047,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,새봄요양원,999,21065,"인천광역시 계양구 오조산로 91, 301 (용종동)",032-549-9002,126.7385983,37.53904341,http://www.sbcare.co.kr/
2048,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,샛별노인대학,999,21112,인천광역시 계양구 안남로490번길 11,032-554-1741,126.7121249,37.52742273,
2049,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,샛별요양원,999,21079,"인천광역시 계양구 장제로 708, 412호(작전동)",070-7501-1886,126.7342668,37.53100023,https://sestar.modoo.at/
2050,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,수정요양원,999,21089,"인천광역시 계양구 봉오대로 677번길 29, 4층(작전동)",032-545-9541,126.7240216,37.53341998,
2051,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,아름다운요양원,999,21083,"인천광역시 계양구 장제로 755번길 32, 2층(계산동)",032-555-5166,126.7305809,37.53572634,https://blog.naver.com/carefind/220294633696
2052,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,아름드리요양원,999,21037,"인천광역시 계양구 경명대로 1023, 2층(계산동)",032-543-9902,126.720527,37.54389864,https://blog.naver.com/arumdri9902
2053,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,예지요양원,999,21065,"인천광역시 계양구 계산새로 85, 501호(용종동)",032-551-9400,126.7375365,37.53819714,http://www.xn--og5bniooyh77k.kr/
2054,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,우리누리 요양원,999,21079,"인천광역시 계양구 장제로 732, 5층(작전동)",032-556-5603,126.7342816,37.5331466,https://blog.naver.com/woorinurikr
2055,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,우리복지요양원,999,21069,"인천광역시 계양구 오조산로 57번길 11-1, 5,8,9,10층(계산동)",032-545-6222,126.7372321,37.53565006,http://www.wooriwelfare.com/home/1
2056,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,인천하이요양원,999,21030,"인천광역시 계양구 경명대로 1115, 4층(계산동)",032-555-4300,126.7311058,37.54365253,https://blog.naver.com/incheonhi07
2057,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,작전평생대학,999,21118,인천광역시 계양구 주부토로 368,032-552-0695,126.7301231,37.5270694,
2058,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,제1푸른성 노인요양원,999,21112,"인천광역시 계양구 안남로 480, 4층(효성동)",032-554-3032,126.7110374,37.52584038,https://1blue.modoo.at/
2059,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,주소망실버요양원,999,21093,"인천광역시 계양구 길마로 33, 3층, 4층(효성동)",032-542-3496,126.7092849,37.53406014,
2060,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,참노인요양원,999,21065,"인천광역시 계양구 계산새로 87번길 15, 3층(용종동)",032-555-0019,126.7376742,37.53940817,http://www.xn--o80b449agwa5gz3ao2s.kr/
2061,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,참사랑소망의집,999,21104,인천광역시 계양구 마장로 559번길 10(효성동),032-546-0576,126.7040873,37.52830055,
2062,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,푸른빛요양원,999,21034,"인천광역시 계양구 계양산로 216번길 3, 4층(임학동)",032-555-5814,126.7397353,37.54710421,https://blog.naver.com/bluewelfare1proxyReferer=https%3A%2F%2Fpcmap.place.naver.com%2Fplace%2F12851024%2Fhome%3Ffrom%3Dmap%26ts%3D20201029
2063,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,하나미엘요양원,999,21031,"인천광역시 계양구 경명대로 1157, 3,4,5,6층(임학동)",032-546-7999,126.7357266,37.5432882,http://hanamiel.kr/
2064,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,한마음노인복지센터,999,21097,"인천광역시 계양구 안남로 548, 312호(효성동)",032-553-8007,126.7110709,37.5319224,
2065,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,한샘요양원,999,21079,"인천광역시 계양구 장제로 708, 803호 (작전동)",032-542-8048,126.7342668,37.53100023,
2066,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,행복여정요양원,999,21069,"인천광역시 계양구 오조산로57번길 11, 7 (계산동)",032-556-9540,126.7372965,37.53592764,http://xn--pn3b07nowbszx.com/
2067,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,행복한노인요양센터,999,21104,"인천광역시 계양구 효서로 71, 3층(효성동)",032-518-5545,126.7036157,37.52794702,
2068,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,효성비전노인복지센터,999,21103,"인천광역시 계양구 아나지로 75, 3층(효성동)",032-552-2255,126.6997145,37.52558284,https://okdbsdka.wixsite.com/hyosungvision
2069,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,효성사랑요양원,999,21097,"인천광역시 계양구 안남로 548, 4층 (효성동)",032-548-1175,126.7110709,37.5319224,https://blog.naver.com/sarang1175
2070,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,효성영광노인대학,999,21098,인천광역시 계양구 봉오대로543번길 4,032-547-0003,126.7090702,37.5310741,
2071,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,효성축복요양원,999,21103,인천광역시 계양구 효서로 111번길 5(효성동),032-549-4463,126.7077599,37.52829262,https://blog.naver.com/hcbyoyang
2072,복지·건강,노인복지시설,6,1,6001,인천광역시,계양구,효양요양원,999,21069,"인천광역시 계양구 오조산로57번길 11-1, 4 (계산동)",032-552-6945,126.7372321,37.53565006,https://cafe.naver.com/hyoyang0820
2073,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,(인천)VIP요양원,999,21537,"인천광역시 남동구 인주대로 813 (구월동, 지층, 3층, 4층)",032-465-2500,126.7276805,37.44894038,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23196&order=day
2074,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,가인요양원,999,21666,"인천광역시 남동구 청능대로 593, 9층(논현동, 신성프라자)",032-421-7070,126.7250458,37.40150061,http://cafe.daum.net/gainvip
2075,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,가족공감1노인요양원,999,21543,"인천광역시 남동구 구월로 335, 2층 (만수동, 녹수빌딩)",032-207-8180,126.7280321,37.45550794,
2076,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,가족사랑요양원,999,21535,"인천광역시 남동구 구월로 320-1, 5층 (만수동, 국제빌딩)",032-465-5008,126.7263023,37.45521947,https://blog.naver.com/2011kcu
2077,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,경인실버요양원,999,21563,"인천광역시 남동구 인주대로 719, 4층 (구월동, 동남빌딩)",032-467-1977,126.7169954,37.44948749,https://www.namdong.go.kr/dong/locinfo/welfare/welfareDetail.doloc_seq=23079
2078,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,고려요양병원,999,21542,"인천광역시 남동구 구월로 305, 3층 (만수동)",070-8797-9139,126.7246958,37.45586467,http://www.gocare.co.kr/
2079,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,공감요양원,999,21506,"인천광역시 남동구 주안로 231, 3층 (간석동)",032-441-5330,126.6955716,37.46350381,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23094&order=day
2080,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,구세군남동평강의마을,999,21677,인천광역시 남동구 고잔로 20 (고잔동),032-437-0991,126.7162896,37.39485503,http://www.nsnf.org/
2081,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,그린케어요양원,999,21558,"인천광역시 남동구 예술로 206, B동 701호 (구월동, 중앙프라자)",032-446-3088,126.702117,37.45243238,https://www.youth.go.kr/m/dvl/ey/fcltyGrp/vlntwkActFcltyGrpDtl.mokFcltyGrpSn=55228
2082,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,글라라의집,999,21679,"인천광역시 남동구 논고개로 101, 14층 (논현동,아름다운타워)",032-466-9920,126.7243954,37.39999441,http://clare.or.kr/
2083,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,금빛요양원,999,21540,"인천광역시 남동구 하촌로 18, 4층 (만수동)",032-473-1688,126.7311608,37.44973715,https://www.namdong.go.kr/dong/locinfo/welfare/welfareDetail.doloc_seq=23091&order=day&dong=mansu1&pgno=1
2084,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,남동노아요양원,999,21536,"인천광역시 남동구 인주대로 763번길 50,2층(구월동)",032-473-8500,126.7224403,37.4513375,http://noah1004.com/forceboard/util_iboard.php
2085,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,남동노인요양센터,999,21594,인천광역시 남동구 소래로 640 (만수동),032-466-9988,126.7332925,37.44670442,https://blog.naver.com/imjpsctab
2086,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,남동바다의별요양원,999,21641,"인천광역시 남동구 호구포로 221, 6층(논현동,남동메디칼센타)",032-421-7980,126.7096969,37.40278142,https://blog.naver.com/nd_starsea
2087,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,논현노인대학,999,21670,"인천광역시 남동구 포구로 70 (논현동, 논현감리교회)",032-446-6264,126.7366383,37.40515893,
2088,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,논현노인요양원,999,21653,"인천광역시 남동구 청능대로 583, 1101호 (논현동, 중앙프라자)",032-434-2000,126.7239314,37.4013772,http://nhcare.kr/
2089,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,다솜요양원,999,21653,"인천광역시 남동구 청능대로 581, 9층 (논현동, 광성프라자)",032-425-2250,126.7235885,37.4012758,http://www.xn--2j1b42z32cu3avi.com/
2090,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,대한노인회 남동구지회부설 노인대학,999,21559,"인천광역시 남동구 문화서로62번길 13 (구월동, 남동구노인복지관)",032-431-4085,126.697248,37.45100898,
2091,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,더사랑요양원,999,21535,"인천광역시 남동구 구월로 318, 5층 (만수동, 대성빌딩)",032-224-5894,126.7258304,37.45527722,
2092,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,두경요양원,999,21507,"인천광역시 남동구 백범로 417 (간석동, 준명빌딩 2층 3층 6층)",032-432-9626,126.704774,37.4673067,https://cafe.naver.com/dookyung2
2093,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,만수글라라의집2호요양원,999,21591,"인천광역시 남동구 장승로 49-1 (만수동,동신빌딩 4층)",032-463-0840,126.7382605,37.44551296,https://cmclare.modoo.at/
2094,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,만수글라라의집요양원,999,21591,"인천광역시 남동구 장승로 49-1 (만수동,동신빌딩 3층)",032-463-0840,126.7382605,37.44551296,https://cmclare.modoo.at/
2095,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,만수요양원,999,21591,인천광역시 남동구 인주대로 888번길 20 (만수동),032-473-5300,126.7354207,37.44740324,http://www.mansucare.net/
2096,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,만수효요양원,999,21594,"인천광역시 남동구 장승로 18, 3층(만수동, 장승백이빌딩)",032-467-0106,126.7347446,37.44600177,http://xn--lz2bu5mh0cu3avi525f.com/
2097,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,박사요양원,999,21550,인천광역시 남동구 남동대로 921번길 29 (간석동),032-865-1519,126.7063117,37.46485302,https://blog.naver.com/baksahouse
2098,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,반석의집,999,21546,"인천광역시 남동구 백범로 273번길 9, 5층 (간석동, 수정빌딩)",032-421-6104,126.7190784,37.46117945,
2099,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,벧엘실버대학,999,21520,인천광역시 남동구 만수서로37번길 29 (만수동),032-464-2151,126.7292042,37.46165831,
2100,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,사랑샘요양원,999,21653,"인천광역시 남동구 청능대로 581(논현동, 광성프라자 11,12층)",032-437-8882,126.7235885,37.4012758,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23184
2101,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,사랑요양원,999,21563,인천광역시 남동구 호구포로 765번길 9(구월동),032-465-5110,126.718082,37.45058199,https://sr2008.modoo.at/
2102,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,사랑의마을요양원,999,21621,"인천광역시 남동구 도림북로 19번길 37, 지층~2층(도림동)",032-446-3425,126.7316992,37.42313373,http://villagelove-000.whoisgh.com/
2103,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,사랑의쉼터요양원,999,21512,"인천광역시 남동구 호구포로 897, 5층 (간석동, 동남빌딩)",032-814-1119,126.7200874,37.46248857,
2104,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,사랑채노인요양원,999,21597,"인천광역시 남동구 장승남로 66 (만수동,현대프라자4층)",032-464-8806,126.7395713,37.44320267,https://lovehouse1201.modoo.at/
2105,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,삼성요양원,999,21522,"인천광역시 남동구 만수서로 101, 501호(만수동)",032-467-8899,126.7373388,37.46148467,http://xn--cg4bkiz9iu3avi.net/
2106,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,새날노인전문요양원,999,21547,"인천광역시 남동구 석산로 248, 4층 (구월동, 동선빌딩)",032-467-0603,126.7197217,37.46061468,https://blog.naver.com/suki2817/221827073297
2107,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,새보금자리요양원,999,21577,"인천광역시 남동구 남동대로 742, 3층 (구월동, 대화빌딩)",032-465-3523,126.707777,37.44848649,
2108,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,새소망요양원,999,21551,인천광역시 남동구 구월로 131번길 41 (간석동),032-434-1660,126.7047403,37.45867948,https://somang9241.modoo.at/
2109,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,생명수요양원,999,21519,인천광역시 남동구 서판로 52 (만수동),032-467-2064,126.7255851,37.46391506,https://www.namdong.go.kr/dong/locinfo/welfare/welfareDetail.doloc_seq=23092
2110,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,샬롬요양원,999,21542,인천광역시 남동구 구월로 303 (만수동),032-461-1091,126.7245006,37.45580823,https://blog.naver.com/hyojeong1015proxyReferer=https%3A%2F%2Fpcmap.place.naver.com%2Fplace%2F1082120491%2Fhome%3Fentry%3Dpll%26from%3Dmap%26ts%3D20201028
2111,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,서창2요양원,999,21604,"인천광역시 남동구 매소홀로 1090, 3층 (서창동, 구룡이화빌딩)",032-471-0104,126.7436673,37.43813179,https://cafe.naver.com/sch0106
2112,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,서창노인효요양원,999,21604,"인천광역시 남동구 매소홀로 1090, 2층 (서창동, 구룡이화빌딩)",032-471-0106,126.7436673,37.43813179,https://cafe.naver.com/sch0106
2113,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,서창요양원,999,21604,"인천광역시 남동구 매소홀로 1090, 3층 (서창동, 구룡이화빌딩)",032-471-0104,126.7436673,37.43813179,https://cafe.naver.com/sch0106
2114,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,서창효요양원2,999,21604,"인천광역시 남동구 매소홀로 1090, 2층 (서창동, 구룡이화빌딩)",032-471-0106,126.7436673,37.43813179,https://cafe.naver.com/sch0106
2115,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,성녀모니카의집요양원,999,21520,인천광역시 남동구 만수서로37번길 81 (만수동),032-471-5880,126.7274008,37.45978299,https://blog.naver.com/saint10041
2116,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,성화은혜노인요양원,999,21517,인천광역시 남동구 서판로 53번길 15 (만수동),032-469-9056,126.7257141,37.46470459,
2117,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,소망의집,999,21677,인천광역시 남동구 논현고잔로88번길 35,032-446-0079,126.7146752,37.39075106,http://www.chamlove.org/
2118,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,아름다운노인대학,999,21596,인천광역시 남동구 장승남로 16 (만수동),032-471-8901,126.7339812,37.44319136,
2119,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,아름다운세상만들기요양원,999,21601,인천광역시 남동구 용부리안길 68 (운연동),032-472-1760,126.7694649,37.43530047,
2120,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,아이러브요양원,999,21653,"인천광역시 남동구 청능대로 559(논현동, 논현메디컬센터 8,9층)",032-433-7866,126.7214436,37.40090341,http://xn--vl2b25im0g4i86blk71b.com/
2121,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,에덴의집,999,21535,"인천광역시 남동구 구월로318,4층(만수동,대성빌딩)",032-421-0471,126.7258304,37.45527722,
2122,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,연세효드림노인전문요양원,999,21673,"인천광역시 남동구 앵고개로 934번길 5 (논현동, 씨티짱 3,6층)",032-434-7676,126.7351459,37.40184796,http://www.yhdream.co.kr/
2123,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,예랑요양원,999,21537,인천광역시 남동구 구월말로 4번길 9-23 (구월동),032-471-2242,126.7248514,37.45029876,http://blog.daum.net/yerang3927/t__nil_login=myblog
2124,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,예수사랑노인복지원,999,21620,인천광역시 남동구 덕골로 117-1 (수산동),032-465-0289,126.7231797,37.43040391,https://blog.naver.com/hks00777
2125,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,예은요양원,999,21653,"인천광역시 남동구 청능대로 581, 10층 (논현동, 광성프라자)",032-425-1300,126.7235885,37.4012758,https://www.namdong.go.kr/dong/locinfo/welfare/welfareDetail.doloc_seq=23085&order=day&dong=nonhyeon2&pgno=2
2126,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,인천YWCA요양원,999,21557,"인천광역시 남동구 정각로 8 (구월동,인천YWCA회관)",032-456-1151,126.7027479,37.45483874,http://www.ywcaic.or.kr/03/act07.php
2127,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,인천실버대학,999,21588,인천광역시 남동구 경신상로 76,032-422-0922,126.7250004,37.4443564,
2128,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,인천은빛요양원,999,21540,인천광역시 남동구 하촌로 26 (만수동),032-462-2050,126.7317953,37.45022909,http://blog.naver.com/djm02
2129,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,인천재활요양원,999,21686,"인천광역시 남동구 논현고잔로 135번길 9, 3층 (고잔동, 세일빌딩 301~303호)",032-433-7666,126.7129605,37.39517886,http://xn--og5bnsvfvyeix4yins.kr/
2130,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,인천효요양원,999,21504,인천광역시 남동구 석정로 516,032-423-7373,126.6929249,37.46547892,http://www.ichy.kr/
2131,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,장수요양원,999,21558,"인천광역시 남동구 예술로 206, 7층 (구월동, 구월중앙프라자)",032-421-0094,126.702117,37.45243238,
2132,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,정성요양원,999,21655,"인천광역시 남동구 논현로 40, 7층 701호 (논현동, 더클라스프라자)",032-429-5662,126.7106945,37.4022653,https://blog.naver.com/mirasam6444
2133,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,정진의료재단 영화요양원,999,21673,"인천광역시 남동구 소래역로 42, 5층 501호 (논현동, 소래타워)",032-422-5770,126.7349571,37.40082712,http://www.yhsilvercare.com/
2134,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,제일요양원,999,21512,"인천광역시 남동구 호구포로 893 (간석동, 중앙빌딩 6층)",032-432-1191,126.7200186,37.46217598,https://cafe.naver.com/jeilyoyangwonn
2135,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,참사랑노인간호센터,999,21544,"인천광역시 남동구 남동대로 916번길 75, 3층 (간석동, 간석프라자)",032-427-6474,126.7124827,37.4636673,http://cafe.daum.net/jlk2200
2136,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,참사랑노인간호센터2호,999,21544,"인천광역시 남동구 남동대로 916번길 75 (간석동,간석프라자 5층)",032-427-7471,126.7124827,37.4636673,http://cafe.daum.net/jlk2200
2137,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,참조은요양원1호,999,21501,"인천광역시 남동구 석정로 467, 4층 (간석동, 화성빌딩)",032-868-8887,126.687637,37.46632826,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23071&order=day
2138,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,참조은요양원2호,999,21501,"인천광역시 남동구 석정로 467, 4층 (간석동, 화성빌딩)",032-868-8887,126.687637,37.46632826,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23071&order=day
2139,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,천사노인요양원,999,21543,"인천광역시 남동구 구월로 335, 3층 (만수동, 녹수빌딩)",032-204-8180,126.7280321,37.45550794,https://www.namdong.go.kr/welfare/locinfo/silverCare/silverCareDetail.doloc_seq=23096&order=name2
2140,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,천사의집 요양원,999,21565,"인천광역시 남동구 남동대로 774번길 47, 3층 (구월동, 성화빌딩)",032-209-9849,126.710687,37.45135874,
2141,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,초도노인요양원,999,21579,인천광역시 남동구 호구포로 739번길 19 (구월동),032-461-3777,126.717264,37.44804711,https://chodo.modoo.at/
2142,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,축복노인요양센터,999,21501,"인천광역시 남동구 석정로 467, 3층 (간석동, 화성빌딩)",032-873-8191,126.687637,37.46632826,https://www.youth.go.kr/m/dvl/ey/fcltyGrp/vlntwkActFcltyGrpDtl.mokFcltyGrpSn=55480
2143,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,충효노인대학,999,21522,인천광역시 남동구 만수로 90 (만수동),032-467-7302,126.7368516,37.46311297,
2144,복지·건강,노인복지시설,6,1,6001,인천광역시,남동구,큰사랑실버라이프,999,21527,인천광역시 남동구 백범로124번길 162 (만수동),032-464-9925,126.7399941,37.46000436,
